0 30
1 22 0 0 0 0 -0.00429479 -0.000240494 -0.002003 0.004745 0 349.904 439.683 158.452 2.44704e+06 
1 22 0 0 0 0 0.000166078 0.000995187 -0.000624913 0.0011868 0 349.904 439.683 158.452 2.44704e+06 
1 22 0 0 0 0 0.000137968 8.41983e-05 -4.31817e-05 0.0001673 0 349.904 439.683 158.452 2.44704e+06 
1 22 0 0 0 0 -0.000203405 -0.000895122 -0.00192283 0.0021307 0 57.0529 584.064 263.141 501503 
1 22 0 0 0 0 -0.00174898 -0.00180225 0.000726328 0.0026143 0 57.0529 584.064 263.141 501503 
1 22 0 0 0 0 -0.00018417 -6.52744e-05 0.0011706 0.0011868 0 57.0529 584.064 263.141 501503 
1 22 0 0 0 0 3.11833e-05 0.000155389 5.3584e-05 0.0001673 0 57.0529 584.064 263.141 501503 
1 22 0 0 0 0 -0.00192668 -0.00362271 0.00238304 0.004745 0 214.269 555.473 282.247 282798 
1 22 0 0 0 0 -0.000910914 0.000308705 0.000953023 0.001354 0 214.269 555.473 282.247 282798 
1 22 0 0 0 0 0.00179769 -0.00353813 0.00260096 0.004745 0 237.795 570.966 362.282 190122 
1 22 0 0 0 0 -0.00118086 7.65365e-06 0.000118364 0.0011868 0 237.795 570.966 362.282 190122 
1 22 0 0 0 0 -0.000135511 -9.78884e-05 6.62701e-06 0.0001673 0 237.795 570.966 362.282 190122 
1 22 0 0 0 0 -0.00182377 0.00343613 0.00271696 0.004745 0 -162.046 403.953 275.907 37043.8 
1 22 0 0 0 0 -0.00107103 -0.000267498 -0.000435701 0.0011868 0 -162.046 403.953 275.907 37043.8 
1 22 0 0 0 0 -0.000160205 -4.44173e-05 1.87302e-05 0.0001673 0 -162.046 403.953 275.907 37043.8 
1 22 0 0 0 0 -0.0019373 6.34569e-05 -0.00198134 0.0027718 0 222.258 446.565 229.018 17681.3 
1 22 0 0 0 0 -0.00275648 9.57512e-05 -0.000539963 0.0028105 0 222.258 446.565 229.018 17681.3 
1 22 0 0 0 0 0.000414693 -0.000230799 -0.000202528 0.000516 0 222.258 446.565 229.018 17681.3 
1 22 0 0 0 0 0.00344983 -0.00037359 -0.00323637 0.004745 0 -62.2381 549.831 315.297 2.00103e+06 
1 22 0 0 0 0 -0.000920773 -0.000362277 0.000655306 0.0011868 0 -62.2381 549.831 315.297 2.00103e+06 
1 22 0 0 0 0 -0.000155253 -2.43389e-05 5.7389e-05 0.0001673 0 -62.2381 549.831 315.297 2.00103e+06 
1 22 0 0 0 0 0.000892027 -0.000240572 0.00465418 0.004745 0 137.091 542.844 403.837 1.41519e+06 
1 22 0 0 0 0 0.00033745 -0.0003664 0.00107721 0.0011868 0 137.091 542.844 403.837 1.41519e+06 
1 22 0 0 0 0 9.33733e-05 0.00012614 5.79606e-05 0.0001673 0 137.091 542.844 403.837 1.41519e+06 
1 22 0 0 0 0 0.00207031 0.00123366 -0.00408741 0.004745 0 98.0519 569.556 187.43 63021.4 
